,108_MC_B2_S20,109_NegContCooler_C2_S53,110_NegSC_D2_S4,NPB_F10_10_F7_S24,NPB_F10_11_G7_S25,NPB_F10_12_H7_S26,NPB_F10_1_E6_S15,NPB_F10_2_F6_S16,NPB_F10_3_G6_S17,NPB_F10_4_H6_S18,NPB_F10_5_A7_S19,NPB_F10_6_B7_S20,NPB_F10_7_C7_S21,NPB_F10_8_D7_S22,NPB_F10_9_E7_S23,NPB_F1_10_B3_S10,NPB_F11_10_B9_S36,NPB_F11_11_C9_S37,NPB_F11_12_D9_S38,NPB_F11_1_A8_S27,NPB_F1_11_C3_S11,NPB_F11_2_B8_S28,NPB_F1_12_D3_S12,NPB_F11_3_C8_S29,NPB_F11_4_D8_S30,NPB_F11_5_E8_S31,NPB_F11_6_F8_S32,NPB_F11_7_G8_S33,NPB_F11_8_H8_S34,NPB_F11_9_A9_S35,NPB_F1_1_A2_S1,NPB_F12_10_F10_S48,NPB_F12_11_G10_S49,NPB_F12_12_H10_S50,NPB_F12_1_E9_S39,NPB_F12_2_F9_S40,NPB_F12_3_G9_S41,NPB_F12_4_H9_S42,NPB_F12_5_A10_S43,NPB_F12_6_B10_S44,NPB_F12_7_C10_S45,NPB_F12_8_D10_S46,NPB_F12_9_E10_S47,NPB_F1_2_B2_S2,NPB_F13_10_B12_S60,NPB_F13_11_C12_S61,NPB_F13_12_D12_S62,NPB_F13_1_A11_S51,NPB_F13_2_B11_S52,NPB_F13_3_C11_S53,NPB_F13_4_D11_S54,NPB_F13_5_E11_S55,NPB_F13_6_F11_S56,NPB_F13_7_G11_S57,NPB_F13_8_H11_S58,NPB_F13_9_A12_S59,NPB_F1_3_C2_S3,NPB_F14_10_F1_S72,NPB_F14_11_G1_S73,NPB_F14_12_H1_S74,NPB_F14_1_E12_S63,NPB_F14_2_F12_S64,NPB_F14_3_G12_S65,NPB_F14_4_H12_S66,NPB_F14_5_A1_S67,NPB_F14_6_B1_S68,NPB_F14_7_C1_S69,NPB_F14_8_D1_S70,NPB_F14_9_E1_S71,NPB_F1_4_D2_S4,NPB_F15_10_B3_S84,NPB_F15_11_C3_S85,NPB_F15_12_D3_S86,NPB_F15_1_A2_S75,NPB_F15_2_B2_S76,NPB_F15_3_C2_S77,NPB_F15_4_D2_S78,NPB_F15_5_E2_S79,NPB_F15_6_F2_S80,NPB_F15_7_G2_S81,NPB_F15_8_H2_S82,NPB_F15_9_A3_S83,NPB_F1_5_E2_S5,NPB_F16_10_F4_S51,NPB_F16_11_G4_S52,NPB_F16_12_H4_S53,NPB_F16_1_E3_S87,NPB_F16_2_F3_S88,NPB_F16_3_G3_S89,NPB_F16_4_H3_S90,NPB_F16_5_A4_S91,NPB_F16_6_B4_S92,NPB_F16_7_C4_S48,NPB_F16_8_D4_S49,NPB_F16_9_E4_S50,NPB_F1_6_F2_S6,NPB_F17_10_B6_S63,NPB_F17_11_C6_S64,NPB_F17_12_D6_S65,NPB_F17_1_A5_S54,NPB_F17_2_B5_S55,NPB_F17_3_C5_S56,NPB_F17_4_D5_S57,NPB_F17_5_E5_S58,NPB_F17_6_F5_S59,NPB_F17_7_G5_S60,NPB_F17_8_H5_S61,NPB_F17_9_A6_S62,NPB_F1_7_G2_S7,NPB_F18_10_F7_S75,NPB_F18_11_G7_S76,NPB_F18_12_H7_S77,NPB_F18_1_E6_S66,NPB_F18_2_F6_S67,NPB_F18_3_G6_S68,NPB_F18_4_H6_S69,NPB_F18_5_A7_S70,NPB_F18_6_B7_S71,NPB_F18_7_C7_S72,NPB_F18_8_D7_S73,NPB_F18_9_E7_S74,NPB_F1_8_H2_S8,NPB_F1_9_A3_S9,NPB_F2_10_F4_S22,NPB_F2_11_G4_S23,NPB_F2_12_H4_S24,NPB_F2_1_E3_S13,NPB_F2_2_F3_S14,NPB_F2_3_G3_S15,NPB_F2_4_H3_S16,NPB_F2_5_A4_S17,NPB_F2_6_B4_S18,NPB_F2_7_C4_S19,NPB_F2_8_D4_S20,NPB_F2_9_E4_S21,NPB_F3_10_B6_S34,NPB_F3_11_C6_S35,NPB_F3_12_D6_S36,NPB_F3_1_A5_S25,NPB_F3_2_B5_S26,NPB_F3_3_C5_S27,NPB_F3_4_D5_S28,NPB_F3_5_E5_S29,NPB_F3_6_F5_S30,NPB_F3_7_G5_S31,NPB_F3_8_H5_S32,NPB_F3_9_A6_S33,NPB_F4_10_F7_S46,NPB_F4_11_G7_S47,NPB_F4_12_H7_S1,NPB_F4_1_E6_S37,NPB_F4_2_F6_S38,NPB_F4_3_G6_S39,NPB_F4_4_H6_S40,NPB_F4_5_A7_S41,NPB_F4_6_B7_S42,NPB_F4_7_C7_S43,NPB_F4_8_D7_S44,NPB_F4_9_E7_S45,NPB_F5_10_B9_S11,NPB_F5_11_C9_S12,NPB_F5_12_D9_S13,NPB_F5_1_A8_S2,NPB_F5_2_B8_S3,NPB_F5_3_C8_S4,NPB_F5_4_D8_S5,NPB_F5_5_E8_S6,NPB_F5_6_F8_S7,NPB_F5_7_G8_S8,NPB_F5_8_H8_S9,NPB_F5_9_A9_S10,NPB_F6_10_F10_S23,NPB_F6_11_G10_S24,NPB_F6_12_H10_S25,NPB_F6_1_E9_S14,NPB_F6_2_F9_S15,NPB_F6_3_G9_S16,NPB_F6_4_H9_S17,NPB_F6_5_A10_S18,NPB_F6_6_B10_S19,NPB_F6_7_C10_S20,NPB_F6_8_D10_S21,NPB_F6_9_E10_S22,NPB_F7_10_B12_S35,NPB_F7_11_C12_S36,NPB_F7_12_D12_S37,NPB_F7_1_A11_S26,NPB_F7_2_B11_S27,NPB_F7_3_C11_S28,NPB_F7_4_D11_S29,NPB_F7_5_E11_S30,NPB_F7_6_F11_S31,NPB_F7_7_G11_S32,NPB_F7_8_H11_S33,NPB_F7_9_A12_S34,NPB_F8_10_F4_S47,NPB_F8_11_G4_S1,NPB_F8_12_H4_S2,NPB_F8_1_E12_S38,NPB_F8_2_F12_S39,NPB_F8_3_G12_S40,NPB_F8_4_H12_S41,NPB_F8_5_A4_S42,NPB_F8_6_B4_S43,NPB_F8_7_C4_S44,NPB_F8_8_D4_S45,NPB_F8_9_E4_S46,NPB_F9_10_B6_S12,NPB_F9_11_C6_S13,NPB_F9_12_D6_S14,NPB_F9_1_A5_S3,NPB_F9_2_B5_S4,NPB_F9_3_C5_S5,NPB_F9_4_D5_S6,NPB_F9_5_E5_S7,NPB_F9_6_F5_S8,NPB_F9_7_G5_S9,NPB_F9_8_H5_S10,NPB_F9_9_A6_S11
MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4774|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7588|Drugs|Glycopeptides|VanG-type_resistance_protein|VANXYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
MEG_1359|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,24,0,0,0,0,34,0,0,60,22,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6735|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,48,0,0,0,0,0,0,0,0,53,0,0,0,0,44,0,0,0,0,71,0,0,0,435,161,230,236,78,335,168,42,103,31,0,319,684,0,67,34,77,241,127,35,33,120,0,0,94,0,544,102,0,192,164,17,202,119,174,0,105,0,48,0,0,73,0,0,27,0,0,121,68,0,22,0,0,0,62,0,0,66,47,62,43,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4427|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_978|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,185,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6843|Drugs|betalactams|Class_A_betalactamases|TEM,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,39,0,0,388,568,389,468,0,381,524,526,450,311,491,379,264,555,601,478,482,307,626,559,881,597,544,604,297,697,455,556,379,727,949,502,1005,653,509,199,830,543,459,247,418,226,164,361,85,248,142,278,144,104,188,122,126,548,211,161,174,408,250,189,203,159,297,176,388,184,194,318,396,544,236,323,349,231,425,289,210,265,308,1072,396,590,509,302,110,421,185,122,799,1004,390,560,827,168,650,278,251,240,331,43,106,274,909,91,927,191,390,190,0,104,196,57,619,133,427,1395,343,368,439,218,215,69,272,401,455,116,287,389,699,132,42,179,193,270,247,453,398,232,476,263,281,667,231,459,604,481,439,511,464,1203,416,922,900,552,679,568,316,508,313,358,308,415,340,153,805,159,240,243,426,337,301,536,1123,352,596,207,1119,369,336,509,226,337,477,292,302,384,288,283,252,338,350,241,305,509,450,757,16,281,0,336,570,490,258,329,441,333,543,516,446,591,521,452,795,381,136,353
MEG_901|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5532|Drugs|betalactams|Class_C_betalactamases|PDC,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,62619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_946|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5414|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3850|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3281|Drugs|betalactams|Class_A_betalactamases|HUGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2517|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6585|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,27583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,33,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,104,0,0,112,0,0,0,0,0,0,0,0,76,0,41,0,55,127,48,36,0,131,0,0,0,0,0,0,0,53,143,0,0,0,0,106,75,0,0,0,250,50,0,0,2399,615,808,666,373,1203,867,306,821,353,0,1463,4972,156,556,138,892,1122,1042,228,357,995,0,228,758,68,2121,461,0,1589,590,180,1722,914,787,304,546,0,204,0,0,161,0,0,132,0,0,527,192,46,74,0,0,0,445,0,0,196,160,200,144,0,0,107,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,66,62,0,0,126,0,66,0,0,204,65,94,0,73,0,0,0,0,76,0,148,0,91,0,0
MEG_3207|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
